original_language,popularity,title,vote_average,tconst,primary_title,start_year,runtime_minutes,genres,movie,production_budget,worldwide_gross
en,7.518,Bernie,6.6,tt1704573,Bernie,2011,99.0,"Biography,Comedy,Crime",Shi Yue Wei Cheng,23000000,44195779.0
en,7.507999999999999,Dylan Dog: Dead of Night,4.4,tt1013860,Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime",1408,22500000,131263370.0
en,7.505,The Devil's Double,6.7,tt1270262,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",Nocturnal Animals,22500000,32398681.0
nl,7.502000000000002,North Sea Texas,7.2,tt1625150,North Sea Texas,2011,98.0,"Drama,Romance",The Water Diviner,22500000,31054727.0
en,7.412000000000001,Submarine,7.4,tt1440292,Submarine,2010,97.0,"Comedy,Drama,Romance",The Game Plan,22000000,146590987.0
en,7.41,Senna,8.3,tt1424432,Senna,2010,106.0,"Biography,Documentary,Sport",The Rookie,22000000,80491516.0
fr,7.377000000000002,Of Gods and Men,6.7,tt1588337,Of Gods and Men,2010,122.0,"Drama,History",The Animal,22000000,55762229.0
en,7.357,The Beaver,6.3,tt1321860,The Beaver,2011,91.0,Drama,The Hundred-Foot Journey,22000000,94270488.0
en,7.331,Beyond the Black Rainbow,5.9,tt1534085,Beyond the Black Rainbow,2010,110.0,"Horror,Sci-Fi,Thriller",Gandhi,22000000,127767889.0
en,7.33,Flypaper,6.3,tt1541160,Flypaper,2011,87.0,"Comedy,Crime,Mystery",Underworld,22000000,95708457.0
es,7.286,Even the Rain,7.0,tt1422032,Even the Rain,2010,103.0,"Drama,History",The Net,22000000,110521733.0
en,7.268,Restless,6.4,tt1498569,Restless,2011,91.0,"Drama,Romance",Diary of a Wimpy Kid: Dog Days,22000000,77229695.0
en,7.268,Restless,6.4,tt2246955,Contrition,2012,90.0,"Drama,Thriller",I Am Sam,22000000,92542418.0
en,7.268,Restless,6.4,tt6389692,Restless,2017,80.0,Drama,Derailed,22000000,57520063.0
en,7.268,Restless,6.4,tt8389728,Restless,2018,77.0,"Documentary,Drama",Delivery Man,22000000,70536870.0
en,7.261,Larry Crowne,5.8,tt1583420,Larry Crowne,2011,98.0,"Comedy,Drama,Romance","Hail, Caesar!",22000000,64160680.0
fr,7.257999999999999,Tomboy,7.2,tt1847731,Tomboy,2011,82.0,Drama,Shadowlands,22000000,25842377.0
en,7.234,Tyrannosaur,7.4,tt1204340,Tyrannosaur,2011,92.0,Drama,Traitor,22000000,27882226.0
en,7.2120000000000015,Sound of My Voice,6.4,tt1748207,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",Deuce Bigalow: European Gigolo,22000000,45273464.0
en,7.1960000000000015,The Details,5.9,tt1433207,The Details,2011,101.0,"Comedy,Drama",Diary of a Wimpy Kid: The Long Haul,22000000,35609577.0
en,7.1960000000000015,The Details,5.9,tt1433207,The Details,2011,101.0,"Comedy,Drama",Mad Money,22000000,25044057.0
en,7.186,Husk,5.4,tt1504403,Husk,2011,83.0,"Horror,Thriller",Homefront,22000000,51695362.0
en,7.162000000000001,Jiro Dreams of Sushi,7.9,tt1772925,Jiro Dreams of Sushi,2011,81.0,Documentary,Igor,22000000,31013349.0
en,7.162000000000001,Jiro Dreams of Sushi,7.9,tt1772925,Jiro Dreams of Sushi,2011,81.0,Documentary,Saving Silverman,22000000,25873142.0
fr,7.1320000000000014,Sarah's Key,7.3,tt1668200,Sarah's Key,2010,111.0,"Drama,War",Summer of Sam,22000000,19288130.0
en,7.13,Kill the Irishman,6.9,tt1416801,Kill the Irishman,2011,106.0,"Biography,Crime,Drama",The Glass House,22000000,22861785.0
en,7.109,Bucky Larson: Born to Be a Star,4.2,tt1411664,Bucky Larson: Born to Be a Star,2011,97.0,Comedy,The Island,22000000,15716828.0
de,7.086,Pina,7.4,tt1440266,Pina,2011,103.0,"Documentary,Music",Josie and the Pussycats,22000000,14252830.0
en,7.079,Silent House,5.2,tt1767382,Silent House,2011,86.0,"Drama,Horror,Mystery",Hit & Run,22000000,17216955.0
en,7.077000000000001,The Big Year,5.8,tt1053810,The Big Year,2011,100.0,Comedy,The Little Vampire,22000000,13555988.0
en,7.068,The Trip,7.0,tt1740047,The Trip,2010,112.0,"Comedy,Drama",I Heart Huckabees,22000000,20034713.0
en,7.066,Quarantine 2: Terminal,5.1,tt1699231,Quarantine 2: Terminal,2011,86.0,"Horror,Mystery,Sci-Fi",Out of the Furnace,22000000,15434375.0
en,7.058,There Be Dragons,5.1,tt1316616,There Be Dragons,2011,122.0,"Biography,Drama,War",RoboCop 3,22000000,10696210.0
en,6.9929999999999986,The Good Doctor,5.5,tt1582271,The Good Doctor,2011,91.0,"Drama,Thriller",Dudley Do-Right,22000000,9818792.0
de,6.989,Kokowääh,6.4,tt1700258,Kokowääh,2011,123.0,Comedy,Just Getting Started,22000000,6756412.0
en,6.949,Horrid Henry: The Movie,6.0,tt1684555,Horrid Henry: The Movie,2011,93.0,"Adventure,Comedy,Family",Megiddo: Omega Code 2,22000000,6047691.0
es,6.912000000000001,The Skin I Live In,7.5,tt1189073,The Skin I Live In,2011,120.0,"Drama,Horror,Thriller",Darling Lili,22000000,5000000.0
en,6.9110000000000005,Prom,6.0,tt1604171,Prom,2011,104.0,"Comedy,Drama,Family",The Libertine,22000000,9448623.0
en,6.899,Enter Nowhere,6.7,tt1631707,Enter Nowhere,2011,90.0,"Mystery,Sci-Fi,Thriller",Zwartboek,22000000,27238354.0
en,6.899,Enter Nowhere,6.7,tt1631707,Enter Nowhere,2011,90.0,"Mystery,Sci-Fi,Thriller",Before I Go to Sleep,22000000,19563579.0
en,6.869,X,5.6,tt1661099,X: Night of Vengeance,2011,90.0,"Crime,Drama,Thriller",Stone,22000000,4065020.0
en,6.869,X,5.6,tt2393502,X,2012,103.0,"Action,Comedy",Joyeux NoÃ«l,22000000,23134075.0
en,6.869,X,5.6,tt3088598,X,2013,79.0,"Drama,Horror,Thriller",Metegol,22000000,34061097.0
en,6.859,Teen Spirit,5.8,tt2215226,Teen Spirit,2012,84.0,Drama,MoliÃ¨re,21600000,791154.0
en,6.859,Teen Spirit,5.8,tt6483364,Teen Spirit,2018,93.0,"Drama,Music",Michael Clayton,21500000,92987651.0
en,6.822,"Peace, Love & Misunderstanding",6.0,tt1649780,"Peace, Love & Misunderstanding",2011,96.0,"Comedy,Drama,Music",Arlington Road,21500000,24419219.0
en,6.822,"Peace, Love & Misunderstanding",6.0,tt1649780,"Peace, Love & Misunderstanding",2011,96.0,"Comedy,Drama,Music",My Fellow Americans,21500000,22331846.0
en,6.815,96 Minutes,5.6,tt1641385,96 Minutes,2011,93.0,"Drama,Thriller",To Rome with Love,21500000,74326015.0
en,6.7360000000000015,The Big Bang,5.7,tt1307873,The Big Bang,2010,101.0,"Action,Mystery,Thriller",Pet Sematary,21000000,109501146.0
en,6.7360000000000015,The Big Bang,5.7,tt6135232,The Big Bang,2017,110.0,"Biography,Documentary,History","South Park: Bigger, Longer & Uncut",21000000,52037603.0
fr,6.7010000000000005,17 Girls,5.5,tt1860152,17 Girls,2011,86.0,Drama,Firefox,21000000,45785720.0
en,6.699,The Shrine,5.7,tt1341710,The Shrine,2010,85.0,Horror,Death at a Funeral,21000000,48977233.0
es,6.669,Sidewalls,7.7,tt1235841,Sidewalls,2011,95.0,"Comedy,Drama",Teenage Mutant Ninja Turtles III,21000000,42273609.0
fr,6.63,Heartbeats,7.4,tt1600524,Heartbeats,2010,101.0,"Drama,Romance",Hardball,21000000,43728560.0
en,6.5760000000000005,Age of Heroes,5.6,tt1590950,Age of Heroes,2011,90.0,"Action,Adventure,Drama",For Colored Girls,21000000,38017873.0
en,6.558,Kevin Hart: Laugh at My Pain,7.4,tt1999192,Kevin Hart: Laugh at My Pain,2011,89.0,"Comedy,Documentary",Freedom Writers,21000000,43632609.0
en,6.544,The Task,4.7,tt1621446,The Task,2011,94.0,Horror,Kidnap,21000000,34836080.0
en,6.529,Love,5.3,tt1541874,Love,2011,84.0,"Drama,Music,Sci-Fi",The Transporter,21000000,43928932.0
en,6.529,Love,5.3,tt1756603,Love,2010,90.0,Documentary,Never Back Down,21000000,39319801.0
en,6.529,Love,5.3,tt3239216,Love,2014,112.0,Documentary,Tinker Tailor Soldier Spy,21000000,81452811.0
en,6.529,Love,5.3,tt7059688,Love,2017,87.0,Drama,Swing Vote,21000000,17589867.0
en,0.6,Love,8.0,tt1541874,Love,2011,84.0,"Drama,Music,Sci-Fi",Moonlight Mile,21000000,6830957.0
en,0.6,Love,8.0,tt1756603,Love,2010,90.0,Documentary,The Beaver,21000000,5046038.0
en,0.6,Love,8.0,tt3239216,Love,2014,112.0,Documentary,Bitter Harvest,21000000,606162.0
en,0.6,Love,8.0,tt7059688,Love,2017,87.0,Drama,The Best Little Whorehouse in Texas,20500000,69701637.0
en,6.5120000000000005,The Bang Bang Club,6.8,tt1173687,The Bang Bang Club,2010,106.0,"Biography,Drama,History",Bringing Down the House,20000000,164675402.0
en,6.4929999999999986,The Conspirator,6.5,tt0968264,The Conspirator,2010,122.0,"Crime,Drama,History",Bad Moms,20000000,180998716.0
fr,6.39,My Worst Nightmare,5.3,tt1718835,My Worst Nightmare,2011,103.0,"Comedy,Drama,Romance",Beverly Hills Chihuahua,20000000,154218168.0
fr,6.376,Low Cost,5.0,tt1717158,Low Cost,2011,86.0,Comedy,Tammy,20000000,96407655.0
en,6.367000000000001,The Ouija Experiment,4.2,tt2364842,The Ouija Experiment,2013,92.0,Horror,Are We There Yet?,20000000,98114471.0
en,6.357,The Forger,6.0,tt1368858,The Forger,2012,94.0,Drama,The Descendants,20000000,175507800.0
en,6.357,The Forger,6.0,tt2376218,The Forger,2014,92.0,"Crime,Drama,Thriller",School of Rock,20000000,131944672.0
en,6.357,The Forger,6.0,tt1368858,The Forger,2012,94.0,Drama,Disturbia,20000000,118537627.0
en,6.357,The Forger,6.0,tt2376218,The Forger,2014,92.0,"Crime,Drama,Thriller",Free Willy,20000000,153698625.0
en,6.609,The Forger,5.6,tt1368858,The Forger,2012,94.0,Drama,Tyler Perryâs Boo! A Madea Halloween,20000000,73206343.0
en,6.609,The Forger,5.6,tt2376218,The Forger,2014,92.0,"Crime,Drama,Thriller",Mortal Kombat,20000000,122133227.0
en,6.341,Primal,5.3,tt1438534,Primal,2010,80.0,"Horror,Thriller",White Chicks,20000000,111448997.0
en,6.329,"Love, Wedding, Marriage",5.3,tt1436559,"Love, Wedding, Marriage",2011,90.0,Comedy,Holes,20000000,71232214.0
en,6.315,Atlas Shrugged: Part I,5.2,tt0480239,Atlas Shrugged: Part I,2011,97.0,"Drama,Mystery,Sci-Fi",Tyler Perry's Madea's Witness Protection,20000000,66950887.0
pl,6.292000000000002,Suicide Room,7.6,tt1808454,Suicide Room,2011,110.0,"Animation,Drama,Thriller",The Last Song,20000000,92678948.0
en,6.289,Into the Abyss,7.2,tt1972663,Into the Abyss,2011,107.0,"Crime,Documentary,Drama",Why Did I Get Married Too?,20000000,60831067.0
en,6.2410000000000005,The Hit List,5.4,tt1575694,The Hit List,2011,90.0,"Action,Thriller",Drumline,20000000,56398162.0
en,6.234,Carjacked,5.0,tt1321861,Carjacked,2011,89.0,"Crime,Thriller",What Men Want,20000000,69911903.0
en,6.209,Water for Elephants,6.9,tt1067583,Water for Elephants,2011,120.0,"Drama,Romance",Barbershop: The Next Cut,20000000,54404202.0
en,6.199,The Reunion,5.5,tt1792543,The Reunion,2011,90.0,"Action,Drama",Edward Scissorhands,20000000,53976987.0
en,6.199,The Reunion,5.5,tt2321626,The Reunion,2012,103.0,Comedy,Selma,20000000,66776576.0
en,6.199,The Reunion,5.5,tt2730292,The Reunion,2012,70.0,"Comedy,Drama",Popeye,20000000,49823037.0
en,6.199,The Reunion,5.5,tt5859132,The Reunion,2017,76.0,"Drama,Mystery,Thriller",Date Movie,20000000,85146165.0
en,6.197,Take Me Home,6.6,tt1261954,Take Me Home,2011,97.0,"Comedy,Romance",Peter Pan: Return to Neverland,20000000,109862682.0
en,6.197,Take Me Home,6.6,tt2105000,Take Me Home,2010,60.0,Documentary,The Jungle Book 2,20000000,140122225.0
en,6.197,Take Me Home,6.6,tt5563194,Take Me Home,2016,94.0,Horror,Premonition,20000000,81461343.0
en,6.191,The Oranges,5.5,tt1313139,The Oranges,2011,90.0,"Comedy,Drama,Romance",Tyler Perryâs Boo 2! A Madea Halloween,20000000,47879572.0
en,6.127999999999999,Girl Walks Into a Bar,5.2,tt1682246,Girl Walks Into a Bar,2011,80.0,"Comedy,Drama,Romance",Boogeyman,20000000,67192859.0
en,6.124,The Art of Flight,8.2,tt1646967,The Art of Flight,2011,80.0,"Adventure,Documentary,Sport",The Tigger Movie,20000000,96147688.0
en,6.11,Little Birds,6.0,tt1623745,Little Birds,2011,94.0,Drama,Spotlight,20000000,92088460.0
en,6.067,Beneath Hill 60,7.0,tt1418646,Beneath Hill 60,2010,122.0,"Drama,History,War",Acrimony,20000000,46627836.0
it,6.061,Angel of Evil,6.8,tt1571402,Angel of Evil,2010,125.0,"Biography,Crime,Drama",Max,20000000,43658157.0
en,6.06,That's What I Am,6.8,tt1606180,That's What I Am,2011,101.0,"Comedy,Drama,Romance",Meet the Browns,20000000,41975388.0
en,6.037000000000001,Chalet Girl,6.3,tt1487118,Chalet Girl,2011,97.0,"Comedy,Romance,Sport",Orphan,20000000,78769428.0
en,6.024,Recoil,5.5,tt1839591,Recoil,2011,94.0,"Action,Crime",Epic Movie,20000000,86858578.0
fr,6.021,Point Blank,6.6,tt1545759,Point Blank,2010,81.0,"Action,Crime,Drama",The Grudge 2,20000000,70743839.0
fr,5.999,A Gang Story,6.8,tt1741542,A Gang Story,2011,102.0,"Drama,Thriller",Nerve,20000000,70652284.0
fr,5.996,A Happy Event,6.2,tt1987018,A Happy Event,2011,107.0,"Comedy,Drama",Conan the Barbarian,20000000,79114085.0
fr,5.973,Le Havre,6.9,tt1508675,Le Havre,2011,93.0,"Comedy,Drama",Bill & Ted's Bogus Journey,20000000,37537675.0
en,5.948,Good Neighbours,5.7,tt1576440,Good Neighbours,2010,99.0,"Drama,Thriller",Man of the Year,20000000,41342180.0
de,5.932,Vincent Wants to Sea,7.1,tt1611211,Vincent Wants to Sea,2010,96.0,Drama,Risen,20000000,46255763.0
en,5.928,Tactical Force,4.8,tt1458915,Tactical Force,2011,91.0,"Action,Comedy,Crime",Vampires Suck,20000000,81424988.0
en,5.885,A Better Life,7.1,tt1554091,A Better Life,2011,98.0,"Drama,Romance",The Black Hole,20000000,35841901.0
en,0.6,A Better Life,10.0,tt1554091,A Better Life,2011,98.0,"Drama,Romance",The American,20000000,67950723.0
en,5.877000000000002,Bully,7.2,tt1682181,Bully,2011,98.0,Documentary,Selena,20000000,35450113.0
en,5.877000000000002,Bully,7.2,tt2353867,Bully,2012,112.0,Music,A Very Harold & Kumar 3D Christmas,20000000,36265745.0
en,5.877000000000002,Bully,7.2,tt4549796,Bully,2015,102.0,Drama,Eternal Sunshine of the Spotless Mind,20000000,72570762.0
en,5.877000000000002,Bully,7.2,tt5741008,Bully,2018,83.0,Comedy,Texas Chainsaw 3D,20000000,47666013.0
en,5.877000000000002,Bully,7.2,tt6949172,Bully,2017,58.0,"Drama,Musical",Babel,20000000,132121212.0
en,5.872000000000001,Beautiful Boy,6.0,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama",This is Where I Leave You,20000000,41296320.0
en,5.872000000000001,Beautiful Boy,6.0,tt1533013,Beautiful Boy,2010,100.0,Drama,Doubt,20000000,53191101.0
fr,5.849,My Piece of the Pie,5.6,tt1641624,My Piece of the Pie,2011,109.0,"Comedy,Drama",Scary Movie V,20000000,78613981.0
en,5.845,Mr. Nice,6.1,tt1183911,Mr. Nice,2010,121.0,"Biography,Comedy,Crime",She's Out of My League,20000000,48680977.0
en,5.818,Life in a Day,7.3,tt1687247,Life in a Day,2011,95.0,"Documentary,Drama",Milk,20000000,57293371.0
de,5.785,In Darkness,7.2,tt5164184,In Darkness,2018,100.0,"Mystery,Thriller",The Debt,20000000,46604054.0
en,9.671,In Darkness,6.0,tt5164184,In Darkness,2018,100.0,"Mystery,Thriller",Daybreakers,20000000,51445503.0
en,5.7620000000000005,Being Elmo: A Puppeteer's Journey,7.4,tt1787660,Being Elmo: A Puppeteer's Journey,2011,80.0,Documentary,The Bank Job,20000000,66143005.0
en,5.754,The Way,7.2,tt1441912,The Way,2010,123.0,"Adventure,Comedy,Drama",Wild Things,20000000,55576699.0
en,5.754,The Way,7.2,tt1692226,The Way,2010,107.0,Drama,The Stepfather,20000000,29227561.0
en,5.754,The Way,7.2,tt6127140,The Way,2017,85.0,Drama,High Fidelity,20000000,47881663.0
en,5.754,The Way,7.2,tt6216234,The Way,2016,85.0,Documentary,Stick It,20000000,30399714.0
en,5.754,The Way,7.2,tt7637364,The Way,2018,73.0,"Documentary,Sport",One Missed Call,20000000,44513466.0
el,5.733,Attenberg,5.9,tt1691323,Attenberg,2010,97.0,Drama,Eye for an Eye,20000000,26792700.0
el,5.733,Attenberg,5.9,tt1691323,Attenberg,2010,97.0,Drama,Street Kings,20000000,65457811.0
en,5.654,The Music Never Stopped,7.3,tt1613062,The Music Never Stopped,2011,105.0,"Drama,Music",The World's End,20000000,47508505.0
pt,5.634,VIPs,6.3,tt1235548,VIPs,2010,95.0,"Biography,Drama",From Dusk Till Dawn,20000000,25732986.0
en,5.625,Pariah,7.0,tt1233334,Pariah,2011,86.0,Drama,You Again,20000000,32838945.0
en,5.625,Pariah,7.0,tt8782620,Pariah,2018,106.0,"Drama,Fantasy,Thriller",Nancy Drew,20000000,30703845.0
de,5.5939999999999985,Men in the City 2,6.5,tt1729211,Men in the City 2,2011,112.0,"Comedy,Romance",On the Basis of Sex,20000000,38073377.0
en,5.565,Prowl,4.4,tt1559033,Prowl,2010,84.0,Horror,The Covenant,20000000,38164784.0
en,5.537000000000001,United,7.2,tt1777034,United,2011,94.0,"Drama,History,Sport",Monte Carlo,20000000,39686769.0
en,5.4929999999999986,Paradise Lost 3: Purgatory,7.7,tt2028530,Paradise Lost 3: Purgatory,2011,121.0,"Crime,Documentary",Stay Alive,20000000,23187506.0
en,5.483,Freerunner,4.7,tt1579232,Freerunner,2011,87.0,Action,2 For the Money,20000000,30491379.0
en,5.473,Another Happy Day,6.1,tt1719071,Another Happy Day,2011,119.0,"Comedy,Drama",Rough Night,20000000,46844357.0
en,5.4620000000000015,The Greatest Movie Ever Sold,6.5,tt1743720,The Greatest Movie Ever Sold,2011,90.0,"Comedy,Documentary",Psycho,20000000,37226218.0
en,5.44,Bobby Fischer Against the World,7.0,tt1777551,Bobby Fischer Against the World,2011,93.0,"Biography,Documentary,History",Quigley Down Under,20000000,21413105.0
en,5.377000000000002,Bellflower,6.2,tt1242599,Bellflower,2011,106.0,"Action,Drama,Romance",To Die For,20000000,27688744.0
en,5.362,Choose,4.6,tt1325723,Choose,2011,83.0,"Crime,Drama,Horror",Shorts,20000000,29870801.0
en,5.334,L!fe Happens,5.3,tt1726589,L!fe Happens,2011,100.0,Comedy,Appaloosa,20000000,27911453.0
de,5.32,Romeos,6.8,tt1830792,Romeos,2011,94.0,"Drama,Romance",Secret in Their Eyes,20000000,32608019.0
de,5.32,Romeos,6.8,tt1830792,Romeos,2011,94.0,"Drama,Romance",Yu-Gi-Oh,20000000,28762690.0
en,5.26,Thin Ice,6.2,tt1521698,Thin Ice,2010,56.0,"Documentary,Sport",Reign Over Me,20000000,20081987.0
en,5.26,Thin Ice,6.2,tt4084970,Thin Ice,2014,95.0,"Crime,Drama,Thriller",My Best Friend's Girl,20000000,34787111.0
en,5.2360000000000015,The Tree,6.6,tt1496005,The Tree,2010,100.0,"Drama,Romance",Georgia Rule,20000000,20819601.0
en,5.2360000000000015,The Tree,6.6,tt6206204,The Tree,2017,95.0,"Drama,Family",Under the Rainbow,20000000,18826490.0
en,0.6409999999999999,The Tree,7.0,tt1496005,The Tree,2010,100.0,"Drama,Romance",Ladyhawke,20000000,18400000.0
en,0.6409999999999999,The Tree,7.0,tt6206204,The Tree,2017,95.0,"Drama,Family",Into the Wild,20000000,56822960.0
de,5.2,The Crocodiles 3,7.4,tt1692503,The Crocodiles: All for One,2011,81.0,"Action,Adventure,Comedy",Simon Birch,20000000,18310591.0
en,5.1960000000000015,11-11-11,4.3,tt1712159,11-11-11,2011,90.0,"Horror,Mystery,Thriller",Pooh's Heffalump Movie,20000000,55686944.0
en,5.176,Elevator,4.9,tt1728975,Elevator,2011,84.0,"Horror,Thriller",School for Scoundrels,20000000,17807569.0
en,5.176,Elevator,4.9,tt2458932,Elevator,2015,100.0,"Drama,Fantasy",Silent Hill: Revelation 3D,20000000,55975672.0
en,5.1629999999999985,Demoted,5.0,tt1221207,Demoted,2011,94.0,Comedy,The Zookeeperâs Wife,20000000,26308749.0
en,5.1629999999999985,Demoted,5.0,tt1221207,Demoted,2011,94.0,Comedy,Fired Up,20000000,18608570.0
fr,5.162000000000001,Monsieur Papa,5.5,tt1692214,Monsieur Papa,2011,86.0,Comedy,Kung Fu Hustle,20000000,102034104.0
en,5.158,Death of a Superhero,7.1,tt1384927,Death of a Superhero,2011,97.0,"Animation,Drama",The Country Bears,20000000,16988996.0
en,5.125,Terri,6.4,tt1687281,Terri,2011,105.0,"Comedy,Drama",Flatliners,20000000,45173738.0
en,5.121,Creature,4.1,tt1686018,Creature,2011,93.0,Horror,Dead Silence,20000000,20614661.0
en,5.121,Creature,4.1,tt3696384,Creature,2014,84.0,"Biography,Crime,Documentary",Armored,20000000,23661038.0
en,5.11,Passion Play,4.6,tt1396221,Passion Play,2010,94.0,"Drama,Fantasy,Romance",A Guy Thing,20000000,17430594.0
en,5.099,In the Land of Blood and Honey,6.1,tt1714209,In the Land of Blood and Honey,2011,127.0,"Drama,Romance,War",The Greatest Story Ever Told,20000000,15473333.0
en,5.081,I Melt with You,5.8,tt1691920,I Melt with You,2011,122.0,Drama,Loser,20000000,18250106.0
fr,5.08,Headwinds,5.8,tt1730689,Headwinds,2011,91.0,"Drama,Mystery",Twilight,20000000,15055091.0
en,5.063,Bounty Hunters,4.9,tt1596565,Bounty Hunters,2011,80.0,Action,Capitalism: A Love Story,20000000,19121531.0
en,5.0139999999999985,Eating Out: Drama Camp,6.2,tt1833845,Eating Out: Drama Camp,2011,91.0,Comedy,Lockout,20000000,33943049.0
sv,4.9689999999999985,The Crown Jewels,5.5,tt1815782,The Crown Jewels,2011,120.0,Drama,Disaster Movie,20000000,36720752.0
fr,4.962,Switch,6.0,tt1401636,Switch,2011,104.0,"Action,Crime,Thriller",What's Your Number?,20000000,30163785.0
fr,4.962,Switch,6.0,tt1709809,Switch,2010,90.0,"Action,Sport",The Man Who Knew Too Little,20000000,13801755.0
fr,4.962,Switch,6.0,tt1988190,Switch,2012,98.0,"Adventure,Documentary,News",Crank 2: High Voltage,20000000,35472739.0
fr,4.962,Switch,6.0,tt2326252,Switch,2011,80.0,Documentary,Burnt,20000000,36773510.0
fr,4.962,Switch,6.0,tt9366176,Switch,2016,101.0,Drama,Ghost Town,20000000,29958228.0
en,0.626,Switch,2.0,tt1401636,Switch,2011,104.0,"Action,Crime,Thriller",The Quiet American,20000000,26348203.0
en,0.626,Switch,2.0,tt1709809,Switch,2010,90.0,"Action,Sport",Triple 9,20000000,25943792.0
en,0.626,Switch,2.0,tt1988190,Switch,2012,98.0,"Adventure,Documentary,News",The Light Between Oceans,20000000,22281732.0
en,0.626,Switch,2.0,tt2326252,Switch,2011,80.0,Documentary,The Weather Man,20000000,15466961.0
en,0.626,Switch,2.0,tt9366176,Switch,2016,101.0,Drama,3 Ninjas Kick Back,20000000,11744960.0
de,4.9430000000000005,Faust,6.9,tt1838527,Faust,2010,85.0,"Animation,Comedy,Drama",Mrs. Henderson Presents,20000000,27836366.0
en,4.917,Cassadaga,5.3,tt1747967,Cassadaga,2011,108.0,"Horror,Thriller",Three to Tango,20000000,10570375.0
fr,4.912,A Burning Hot Summer,5.3,tt1740053,A Burning Hot Summer,2011,95.0,Drama,We're No Angels,20000000,10555348.0
en,4.908,The Chaperone,5.2,tt1663187,The Chaperone,2011,103.0,"Action,Comedy,Family",Everyone Says I Love You,20000000,34600000.0
